pathway	external_id	source	hgnc_symbol_ids
Toll Like Receptor 5 (TLR5) Cascade	REACT_9061	Reactome	RELA,PPP2R1A,PPP2R1B,PPP2CB,NFKBIB,HMGB1,NFKBIA,AGER,SAA1,TAB3,TLR10,MAP2K2,MAP2K1,ELK1,MAPK10,MAP2K6,MAP2K4,TYK2,S100A12,MAPKAPK3,MAPKAPK2,MAPK14,S100B,MEF2C,PELI1,PELI3,PELI2,MAP3K1,JUN,MAP3K7,MAPK11,MAPK3,MAPK1,JAK2,MAPK7,IKBKB,NOD2,IRAK2,DUSP4,TMEM189,DUSP6,JAK1,DUSP3,DHX9,DUSP7,TRAF6,FOS,NFKB2,TLR5,IKBKG,CHUK,CREB1,IL6R,RPS6KA3,ECSIT,NFKB1,TAB1,UBE2V1,IL6ST,MAPK8,RPS6KA5,MAP2K3,RPS6KA2,IRAK1,MYD88,UBE2N,PPP2CA,MAPK9,PTPN11,RPS6KA1,UBE2NL,IL6,CDK1,RIPK2,TMEM189-UBE2V1,IRAK4,TAB2,PPP2R5D,MAP2K7,NOD1,ATF1,APP,ATF2
L-dopa degradation	PWY-6334	HumanCyc	COMT
Formation of RNA Pol II elongation complex 	REACT_1845	Reactome	MIR943,NCBP1,NCBP2,TCEB3,TCEB2,ERCC2,ERCC3,NELFE,CCNT1,MIR1236,CCNT2,TCEA1P2,SUPT5H,NELFB,GTF2H3,TCEB1,SSRP1,NELFA,ELL,SUPT16H,GTF2H2,GTF2H1,GTF2H4,POLR2E,POLR2D,TCEA1,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,GTF2H2C,POLR2G,SUPT4H1,CDK7,CDK9,CCNH
bcr signaling pathway	bcrpathway	BioCarta	NFATC1,HRAS,MAPK14,PLCG1,RAF1,BCR,MAP3K1,JUN,MAPK3,LYN,BLNK,SHC1,FOS,PRKCA,PRKCB,CAMK2B,CSNK2A3,MAPK8,CSNK2A1,SOS1,VAV1,MAP2K1,SYK,ELK1,RAC1,PPP3CA,PPP3CB,PPP3CC,BTK
RNA Polymerase II Transcription Elongation	REACT_833	Reactome	MIR943,NCBP1,NCBP2,TCEB3,TCEB2,ERCC2,NELFA,NELFE,CCNT1,MIR1236,CCNT2,TCEA1P2,SUPT5H,SUPT16H,TCEB1,SSRP1,ERCC3,ELL,GTF2H3,GTF2H2,GTF2H1,GTF2H4,POLR2E,POLR2D,TCEA1,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,GTF2H2C,POLR2G,SUPT4H1,NELFB,CDK7,CDK9,CCNH
Toll-Like Receptors Cascades	REACT_6966	Reactome	AGER,CD36,IL6ST,IKBKB,IKBKG,TYK2,S100A12,LBP,CTSS,MAP3K1,MAP3K7,PIK3R4,CNPY3,FADD,IRAK2,RELA,IRAK1,IRAK4,DHX9,CTSK,CTSL,CTSB,DUSP7,CREB1,LY96,PIK3C3,CTSV,TLR10,PPP2CA,PTPN11,RBSN,TLR2,TLR3,UBA52,ELK1,TLR6,TLR7,TLR4,TLR5,TLR8,TLR9,APP,PPP2CB,NFKBIB,RPS27A,UBE2D2,UBE2D3,SAA1,UBE2D1,ITGB2,DNM1,DNM3,DNM2,UNC93B1,MAPKAPK3,MAPKAPK2,DHX36,LY86,TANK,TIRAP,JUN,TMEM189-UBE2V1,JAK2,JAK1,TMEM189,MYD88,UBB,FOS,UBC,CHUK,ECSIT,SARM1,IRF3,RPS6KA1,RPS6KA2,RPS6KA3,IRF7,TBK1,LGMN,UBE2N,MEF2C,CD14,TLR1,ITGAM,SIGIRR,PPP2R5D,BTK,MAPK14,MAPK10,MAPK11,TICAM1,TICAM2,PELI1,PELI3,PELI2,MAPK3,MAPK1,MAPK7,DUSP4,NFKB2,DUSP6,DUSP3,NFKBIA,IL6R,HSP90B1,NFKB1,UBE2V1,CD180,MAPK8,RPS6KA5,RIPK1,MAPK9,PLCG2,UBE2NL,RIPK3,IL6,CDK1,MIR3652,PPP2R1A,PPP2R1B,HMGB1,BIRC3,BIRC2,MAP2K3,MAP2K2,MAP2K1,RIPK2,MAP2K7,MAP2K6,MAP2K4,S100B,EEA1,NOD1,NOD2,TRAF3,TRAF6,TAB3,TAB2,TAB1,CASP8,ATF1,ATF2
Polo-like kinase mediated events	REACT_1006	Reactome	CCNB2,CCNB1,EP300,LIN9,PLK1,CENPF,LIN37,RBBP4,MYBL2,PKMYT1,LIN52,CDC25C,FOXM1,WEE1,LIN54,CDC25A
Hyaluronan uptake and degradation	REACT_120996	Reactome	HMMR,SLC9A1,LYVE1,STAB2,HEXA,HYAL2,HEXB,CHP1,CD44,GUSB
heme degradation	PWY-5874	HumanCyc	BLVRB,BLVRA,HMOX1,HMOX2
biotin-carboxyl carrier protein assembly	PWY0-1264	HumanCyc	HLCS,ACACA,ACACB
Inactivation of APC/C via direct inhibition of the APC/C complex	REACT_1072	Reactome	MAD2L1,CDC16,BUB3,BUB1B,UBE2E1,CDC26,CDC26P1,CDC23,ANAPC10,UBE2D1,ANAPC11,CDC27,ANAPC1,UBE2C,ANAPC2,ANAPC5,ANAPC4,ANAPC7,CDC20
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	REACT_1041	Reactome	MAD2L1,CDC16,BUB3,BUB1B,UBE2E1,CDC26,CDC26P1,CDC23,ANAPC10,UBE2D1,ANAPC11,CDC27,ANAPC1,UBE2C,ANAPC2,ANAPC5,ANAPC4,ANAPC7,CDC20
Mitotic Spindle Checkpoint	REACT_2137	Reactome	MAD2L1,CDC16,CDC23,BUB3,BUB1B,MAD1L1,CDC26,CDC26P1,ANAPC11,ANAPC10,UBE2E1,UBE2D1,CDC27,ANAPC1,UBE2C,ANAPC2,ANAPC5,ANAPC4,ANAPC7,CDC20
Cell Cycle Checkpoints	REACT_1538	Reactome	MAD2L1,RFWD2,RAD9B,CLSPN,RFC5,CDKN1B,CDC26P1,ATM,PKMYT1,UBE2D1,ATR,RAD1,BUB1B,RAD17,RPA2,RPA1,CDC6,CDC7,RFC2,CDC16,CDK1,MAD1L1,HUS1,TREX1,ANAPC11,ANAPC10,ATRIP,ORC6,UBA52,CDKN1A,RFC4,WEE1,CHEK2,CDC25A,CHEK1,MCM10,BUB3,CDC25C,ORC2,ORC4,ORC5,UBE2E1,ORC3,ORC1,MCM7,MCM6,RAD9A,MCM4,MCM3,RFC3,ANAPC1,MDM2,ANAPC2,ANAPC5,ANAPC4,ANAPC7,MCM8,CCNB2,CCNB1,TP53,CCNE1,CDC27,CDC26,UBE2C,CDC23,MCM5,RPA3,CDC20,CCNE2,CDK2,DBF4,UBB,UBC,CDC45,RPS27A,MCM2
Formation of annular gap junctions	REACT_11049	Reactome	GJA1,CLTB,AP2M1,CLTCL1,CLTA,CLTC,DNM2,DAB2,DNM1
Gap junction degradation	REACT_11035	Reactome	GJA1,DNM2,CLTB,MYO6,AP2M1,DNM1,CLTA,CLTC,CLTCL1,DAB2
Gap junction trafficking	REACT_9411	Reactome	GJA1,GJB1,DNM2,CLTB,MYO6,AP2M1,DNM1,CLTA,CLTC,DAB2,CLTCL1
CRH	Pathway_CRH	NetPath	PTK2,CLTC,GNAO1,NFKBIA,MAPK14,PLCG2,PLCG1,ARRB2,ECE1,ARRB1,CRH,GNAI2,ADRBK2,GNAI1,CRHBP,GRK6,MAPK3,MAPK1,AKT1,NFKB1,RELA,MAPK9,PLCB3,PRKCA,PRKCB,GNB1,CREB1,GNB2,GNB3,MAPK8,GNAS,GNA11,CRHR2,CRHR1
3-phosphoinositide degradation	PWY-6368	HumanCyc	OCRL,INPP5B,MTMR14,INPP5D,INPPL1,PMPCA,TMEM55A,TPTE2,INPP5J,INPP5K,INPP4B,INPP4A,PTEN,TMEM55B,SYNJ1,SACM1L,SYNJ2,MTMR3,INPP5F,INPP5E
Inhibition of replication initiation of damaged DNA by RB1/E2F1	REACT_329	Reactome	PPP2R1A,PPP2R1B,E2F1,POLA2,PPP2R3B,PPP2CB,POLA1,RB1,PPP2CA,PRIM1,PRIM2,TFDP1
Post-chaperonin tubulin folding pathway	REACT_16967	Reactome	TUBA3C,ARL2,TUBB2A,TUBA3D,TUBA1C,TUBB4B,TUBA1A,TBCD,TBCC,TBCB,TBCA,TUBB1,TUBB6,TUBB3,TUBA1B,TUBA4A,TBCE,TUBB4A,TUBB2B
fatty acid activation	PWY-5143	HumanCyc	ACSL3,ACSL1,ACSL6,ACSL4,ACSL5,ACSBG1,ACSBG2,SLC27A2
c-src mediated regulation of Cx43 function and closure of gap junctions	REACT_11043	Reactome	SRC,TJP1,GJA1
Regulation of gap junction activity	REACT_11034	Reactome	SRC,TJP1,GJA1
Gap junction trafficking and regulation	REACT_9480	Reactome	SRC,TJP1,GJA1,GJB1,DNM2,CLTB,MYO6,AP2M1,DNM1,CLTA,CLTC,CLTCL1,DAB2
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	REACT_702	Reactome	SMUG1,TDG,MBD4,UNG,NTHL1,CCNO
Acyl chain remodelling of PC	REACT_120829	Reactome	PLB1,MBOAT2,PLA2G1B,PLA2G12A,PLA2G6,LPCAT4,PLA2G5,LPCAT2,LPCAT3,LPCAT1,PNPLA8,PLA2G3,PLBD1,PLA2G2A,PLA2G2E,PLA2G2D,PLA2G2F,PLA2G4C,PLA2G4B,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G4D,PLA2G16,PLA2G10,JMJD7-PLA2G4B
Scavenging by Class F Receptors	REACT_163813	Reactome	APOB,HSPH1,SCARF1,HYOU1,CALR,HSP90AA1
TRP channels	REACT_169333	Reactome	TRPC3,TRPC1,TRPC6,TRPC7,TRPC4,TRPC5,TRPA1,TRPM5,TRPM8,TRPV5,TRPV4,TRPM6,TRPM7,TRPV1,TRPM1,TRPV3,TRPV2,TRPM4,MCOLN1,MCOLN3,MCOLN2,TRPV6,TRPM2,TRPM3,TRPC4AP
Stimuli-sensing channels	REACT_160189	Reactome	CLCA3P,WWP1,NALCN,RYR1,RYR3,RYR2,TTYH1,TTYH2,TTYH3,TRPV5,TRPV4,SLC9C1,TRPV1,TRPV3,TRPV2,WNK2,WNK3,CLCN1,WNK1,CLCN7,CLCN6,WNK4,SGK2,SGK1,UBA52,FKBP1B,UBB,UBC,SLC9B1,SLC9B2,ANO8,ANO9,ANO4,ANO5,ANO6,ANO7,ANO1,ANO2,ANO3,SCNN1G,SCNN1D,TRPM8,TRPM4,TRPM5,TRPM6,TRPM7,TRPM1,TRPM2,TRPM3,ASIC5,ASIC4,ASIC1,ASIC3,ASIC2,BEST3,BEST2,BEST1,BEST4,TRPC3,TRPC1,TRPC6,TRPC7,TRPC4,TRPC5,CLCA2,CLCA1,RAF1,CLCA4,OSTM1,UNC79,C8orf44-SGK3,RPS27A,CLIC2,SRI,SLC9C2,TRPV6,SGK3,TPCN1,TPCN2,UNC80,SLC17A3,TRPC4AP,BSND,TRPA1,CLCNKB,TRDN,CLCN2,TSC22D3,MCOLN1,CLCN5,MCOLN3,MCOLN2,ANO10,NEDD4L
Ion channel transport	REACT_25300	Reactome	FXYD6,FXYD7,FXYD4,FXYD2,FXYD3,FXYD1,CLCA3P,ATP9B,ATP9A,ATP2C2,ATP2C1,NALCN,RYR1,RYR3,RYR2,TTYH1,TTYH2,TTYH3,TRPV5,TRPV4,TRPV6,FXYD6-FXYD2,TRPV3,TRPV2,WNK2,CLCN2,CLCN1,WNK1,CLCN7,CLCN6,CLCN5,ATP1B1,ATP2B1,ATP2B3,ATP2B2,ATP2B4,SGK2,TPCN2,ATP8B3,ATP8B2,ATP8B1,FKBP1B,UBB,ATP8B4,SLC9B1,SLC9B2,ANO8,ATP2A1,ATP2A2,ATP2A3,GABRG3,ANO5,ANO6,ANO7,ANO1,ANO2,ANO3,GABRA5,HTR3C,ATP7A,ATP7B,CLCA1,GABRA1,UBA52,SCNN1G,SCNN1D,TRPM8,CLCA4,TRPM4,TRPM5,TRPM6,TRPM7,TRPM1,TRPM2,TRPM3,ATP1B2,ASIC5,ASIC4,UBC,ASIC1,ASIC3,ASIC2,ANO9,ARHGEF9,GABRQ,BEST3,BEST2,BEST1,BEST4,GABRR1,GABRR2,GABRR3,TRPC3,TRPC1,TRPC6,TRPC7,TRPC4,TRPC5,CLCA2,GABRA4,GABRA6,RAF1,GABRA3,GABRA2,OSTM1,WWP1,UNC79,ANO4,C8orf44-SGK3,RPS27A,CLIC2,ATP8A2,ATP8A1,ATP12A,SLC9C2,GABRB1,GABRB3,SLC9C1,SGK3,TPCN1,SGK1,TRPV1,UNC80,SLC17A3,HTR3D,HTR3E,HTR3B,ATP1A2,ATP1A1,HTR3A,PLN,TRPC4AP,ATP1A4,BSND,ATP11C,ATP11B,ATP11A,TRPA1,CLCNKB,TRDN,ATP1A3,PDZD11,WNK3,TSC22D3,SRI,ATP10A,ATP10B,ATP10D,GLRB,ATP1B3,MCOLN1,WNK4,MCOLN3,MCOLN2,ATP4A,ATP4B,GLRA3,GLRA2,GLRA1,ANO10,GLRA4,NEDD4L
Recycling pathway of L1	REACT_22365	Reactome	L1CAM,MSN,DNM1,DNM3,DNM2,AP2B1,SH3GL2,AP2S1,KIF4B,KIF4A,AP2M1,MAPK1,SRC,DPYSL2,RDX,KIAA1598,AP2A1,NUMB,AP2A2,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA4,RPS6KA5,RPS6KA6,EZR,CLTA
CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)	PWY-6138	HumanCyc	CMAS,NANP,NANS,GNE
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate	REACT_160183	Reactome	IDH1
Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	REACT_8016	Reactome	SLC25A6,SLC25A5,SLC25A4
RNA Polymerase I Promoter Escape	REACT_1913	Reactome	SNORA40,ERCC2,ERCC3,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,UBTF,SNORD5,SNORA32,SNORA18,GTF2H3,GTF2H2,GTF2H1,CDK7,TAF1A,GTF2H4,POLR2E,RRN3,POLR2F,POLR2L,MNAT1,MIR1304,POLR2H,POLR2K,TAF1C,TAF1B,ZNRD1,TAF1D,CD3EAP,GTF2H2C,SNORA8,TWISTNB,TBP,SNORA1,CCNH
4-hydroxyproline degradation	HYDROXYPRODEG-PWY	HumanCyc	GOT2,HOGA1,PRODH2,ALDH4A1
phosphatidylethanolamine biosynthesis II	PWY4FS-6	HumanCyc	CPT1B,PCYT2,CEPT1,EPT1,ETNK2,ETNK1,CHKB
Alpha-defensins	REACT_115574	Reactome	ART1,DEFA4,DEFA5,CD4,DEFA6,PRSS3,PRSS2,DEFA3,DEFA1,DEFA1B
Defensins	REACT_115846	Reactome	DEFB1,CD4,CCR2,PRSS2,CCR6,DEFA1B,DEFB116,DEFB106A,DEFB106B,DEFB115,DEFB112,DEFB4B,DEFB110,DEFB104A,DEFB108B,DEFB118,DEFB119,DEFA6,DEFA5,DEFA4,DEFA3,DEFA1,DEFB134,DEFB135,DEFB136,DEFB130,DEFB131,DEFB132,DEFB133,ART1,DEFB114,DEFB127,DEFB104B,DEFB113,DEFB107B,DEFB107A,DEFB124,DEFB4A,PRSS3,TLR2,TLR1,DEFB103A,DEFB129,DEFB128,DEFB105A,DEFB126,DEFB125,DEFB105B,DEFB123,DEFB103B,DEFB121
G0 and Early G1	REACT_111214	Reactome	HDAC1,E2F5,E2F4,CCNA2,RBL1,LIN9,CCNA1,CCNE2,LIN37,RBBP4,CCNE1,LIN52,CDK2,RBL2,DYRK1A,LIN54,TFDP2,TFDP1
Toxicity of botulinum toxin type B (BoNT/B)	REACT_264609	Reactome	SYT1,SYT2,VAMP2
Activation of NF-kappaB in B cells	REACT_118656	Reactome	FBXW11,NFKBIA,SKP1,NFKBIB,CARD11,BTRC,MAP3K7,BCL10,NFKBIE,IKBKB,PRKCB,CHUK,IKBKG,REL,NFKB1,RELA,CUL1,MALT1
BMP Signalling Pathway	PWY66-11	HumanCyc	GREM2,ACVR2A,ACVR2B,SMURF2,SMAD9,SMAD1,SMAD4,SMAD5,SMAD6,SMAD7,ZFYVE16,UBE2D3,UBE2D1,BMPR1A,BMPR1B,BMPR2,CER1,CHRDL1,FSTL1,SKI,BMP2
Formyl peptide receptors bind formyl peptides and many other ligands	REACT_21264	Reactome	ANXA1,FPR1,APP,FPR3,SAA1,MT-RNR2,HEBP1,CCL23,FPR2
folate polyglutamylation	PWY-2161	HumanCyc	MTHFD1,MTHFD1L,MIR6778,FPGS,SHMT2,SHMT1
S-adenosyl-L-methionine biosynthesis	SAM-PWY	HumanCyc	MAT2A,MAT1A,MAT2B
adenine and adenosine salvage II	PWY-6619	HumanCyc	ADK
Defective ALG12 causes ALG12-CDG (CDG-1g)	REACT_267773	Reactome	DOLK,RPN1,RPN2,TUSC3,SEC24B,DHDDS,DOLPP1,PMM2,PMM1,ALG12,CANX,MLEC,NPL,CTSA,SEC24D,EDEM2,EDEM3,SEC24C,EDEM1,MAN1A1,MAN1A2,MAN1B1,PRKCSH,ALG8,ALG9,ALG2,ALG3,ALG1,ALG6,ALG5,MANEA,CMAS,SLC35A1,UGGT2,B4GALT1,B4GALT3,B4GALT2,B4GALT5,B4GALT4,B4GALT6,SEC13,UAP1,MAN2A2,MAN2A1,PGM3,STT3A,ST8SIA6,MOGS,ST8SIA4,ST8SIA3,ST8SIA2,ST8SIA1,NEU1,MGAT3,GFPT1,GFPT2,GANAB,ALG10B,MAGT1,MCFD2,SEC23A,SRD5A3,DPM3,DPM2,DPM1,UGGT1,DPAGT1,GMPPA,GMPPB,MVD,ALG10,ALG11,SAR1B,ALG13,ALG14,SLC17A5,GLB1,PREB,NEU4,RFT1,AMIGO3,ST8SIA5,NEU2,NEU3,NAGPA-AS1,ST6GAL2,ST6GAL1,DDOST,MPDU1,GNE,MPI,DAD1,SEC31A,NANP,NANS,ST3GAL3,ST3GAL2,ST3GAL1,ST3GAL6,ST3GAL5,ST3GAL4,PDIA3,MGAT1,MGAT2,MAN1C1,LMAN1,MGAT5,ST6GALNAC6,ST6GALNAC5,ST6GALNAC4,ST6GALNAC3,ST6GALNAC2,ST6GALNAC1,CALR,MGAT4A,MGAT4C,MGAT4B,SEC24A,FUT8
Termination of O-glycan biosynthesis	REACT_115835	Reactome	ST6GAL1,MUC17,MUC20,MUC21,MUC5B,MUC3A,MUC3B,ST6GALNAC3,MUC12,ST3GAL3,ST3GAL2,ST3GAL1,ST3GAL4,MUC2,MUC1,MUC7,MUC6,MUC4,MUC19,MUC5AC,MUC16,MUC15,ST6GALNAC4,MUC13,ST6GALNAC2,MUCL1
methylglyoxal degradation I	PWY-5386	HumanCyc	HAGH,GLO1,LDHD
retinoate biosynthesis I	PWY-6872	HumanCyc	SDR16C5,RBP2,RBP1,RDH16,RBP4,RBP5,ALDH1A1,ALDH1A2,ALDH1A3
carnosine biosynthesis	PWY66-420	HumanCyc	CARNS1
(S)-reticuline biosynthesis	PWY-6133	HumanCyc	TYR
Toxicity of botulinum toxin type E (BoNT/E)	REACT_264227	Reactome	SNAP25,SV2B
Cleavage of the damaged pyrimidine 	REACT_2156	Reactome	SMUG1,TDG,MBD4,UNG,NTHL1,CCNO
Depyrimidination	REACT_1405	Reactome	SMUG1,TDG,MBD4,UNG,NTHL1,CCNO
Base-Excision Repair, AP Site Formation	REACT_804	Reactome	SMUG1,MPG,TDG,MUTYH,MBD4,UNG,NTHL1,CCNO,OGG1
Mitochondrial tRNA aminoacylation	REACT_15302	Reactome	SARS2,FARS2,EARS2,PARS2,MIR6878,MIR6890,CARS2,DARS2,PPA2,RARS2,LARS2,KARS,IARS2,WARS2,MARS2,VARS2,AARS2,TARS2,NARS2,YARS2,QARS,GARS,HARS2
tRNA Aminoacylation	REACT_15482	Reactome	SARS2,FARS2,VARS,PARS2,DARS,MIR6758,MIR6890,AIMP2,NARS,CARS2,DARS2,PPA2,RARS2,PPA1,LARS2,HARS,KARS,IARS2,QARS,EARS2,WARS2,MARS2,EPRS,VARS2,RARS,YARS,NARS2,AARS2,IARS,TARS2,MIR6878,CARS,WARS,YARS2,AIMP1,GARS,LARS,AARS,FARSB,FARSA,MARS,TARS,SARS,EEF1E1,HARS2
Acyl chain remodeling of CL	REACT_121006	Reactome	HADHB,LCLAT1,HADHA,TAZ,PLA2G6,PLA2G4A
superpathway of pyrimidine deoxyribonucleoside salvage	PWY-7200	HumanCyc	NME4,NME5,NME6,NME7,DCK,NME2,NME3,CMPK1,CMPK2,TK1,NME1,TYMS,TK2,NME2P1,NME1-NME2,DTYMK,CDA
proline biosynthesis	PROSYN-PWY	HumanCyc	PYCR2,ALDH18A1,PYCR1,PYCRL
D-galactose degradation V (Leloir pathway)	PWY66-422	HumanCyc	GALT,GALK1,PGM1,PGM2,GALE,GALM
Toxicity of tetanus toxin (TeNT)	REACT_268602	Reactome	VAMP2
lipoate biosynthesis and incorporation	PWY0-1275	HumanCyc	LIAS,MRPL30,LIPT1
Binding and entry of HIV virion	REACT_6903	Reactome	CD4,CCR5,PPIA,PPIAP22
glutamine biosynthesis	GLNSYN-PWY	HumanCyc	GLUL
IL4	Pathway_IL4	NetPath	PTK2,SND1,PIK3CD,JAK2,NFKBIA,IKBKB,PLCG2,BAD,IRS2,TYK2,STAM,PRKCZ,SHC1,NCOA3,CEBPA,SPI1,STAT3,PIK3R2,STAT1,PIK3CA,RPS6KB1,DOK2,MAPK3,ETS1,MAPK11,ADRBK2,PIK3R1,JAK1,NFKB1,MAPK8,JAK3,CEBPB,IL4R,STAT6,CD40,CHUK,HIST2H3D,HIST2H3C,FES,HIST2H3A,EP300,PTPN6,MAPK14,IL13RA1,IL2RG,INPP5D,AKT1,SYK,PTPN11,IL13,IRS1,CBL,STAT5B,IL4,ELK1,MAPK1,HIST3H3,PRKCD,CREBBP,ATF2
fructose 2,6-bisphosphate synthesis	PWY66-423	HumanCyc	PFKFB1,PFKFB3,PFKFB2,C12orf5,PFKFB4
Minus-strand DNA synthesis	REACT_9055	Reactome	PPIAP22,PPIA
PLC-mediated hydrolysis of PIP2	REACT_2080	Reactome	PLCG2
Toxicity of botulinum toxin type C (BoNT/C)	REACT_263969	Reactome	STX1A,SNAP25,STX1B
Striated Muscle Contraction	REACT_16969	Reactome	DMD,DES,NEB,MYL4,MYL2,TNNC1,TNNC2,MYL1,TMOD1,TNNT1,MYH3,TNNT3,TNNT2,MYH6,MYH7,MYH8,TPM4,TPM3,TPM2,TPM1,TNNI2,TTN,TNNI1,TNNI3,ACTN3,TCAP,ACTN2,VIM,MYBPC3,MYBPC2,MYBPC1,MYL3
Muscle contraction	REACT_17044	Reactome	ACTA2,MYH11,DMD,ACTN3,ACTG2,ITGA1,DES,NEB,MYL6,MYL4,MYL2,MYL3,TNNC2,MYL1,SORBS1,TMOD1,SORBS3,MYL9,TNNT1,MYH3,TNNT3,TNNT2,CALM2,MYH7,CALM1,MYH8,TPM4,TPM3,TPM2,TPM1,TLN1,TNNI2,PXN,TNNI1,TNNI3,TTN,ITGB5,VCL,MYH6,CALD1,CALM3,TCAP,ACTN2,MYL12B,MYLK,VIM,MYBPC3,MYBPC2,MYBPC1,MYL6B,LMOD1,TNNC1
glycine betaine degradation	PWY-3661-1	HumanCyc	BHMT,MIR6778,SARDH,DMGDH,SHMT2,SHMT1
Deadenylation of mRNA	REACT_20514	Reactome	PABPC1,SNORA48,SNORA81,SNORA67,SNORA63,PAN3,PAN2,CNOT8,SNORD2,PARN,CNOT3,CNOT2,CNOT1,CNOT7,CNOT6,CNOT4,MIR1248,RQCD1,CNOT11,CNOT10,TNKS1BP1,EIF4E,EIF4B,CNOT6L,SNORD10,EIF4G1,PAIP1,EIF4A1,SNORA4,EIF4A3,EIF4A2
resolvin D biosynthesis	PWY66-397	HumanCyc	ALOX15,ALOX5
activation of camp-dependent protein kinase pka	gspathway	BioCarta	CCL4,PRKAR2A,PRKAR2B,CCR5,EDNRA,EDNRB,AGT,ADRB2,HTR2C,EDN1,FPR1,GNB1,CHRM1,PRKAR1A,PRKAR1B,P2RY2,CXCL12,CCL11,F2,ADRA1B,ADCY1,GNAS,CCL4L1,CCL4L2,PRKACG,CCR3,GNGT1,PRKACB,AGTR2
Toxicity of botulinum toxin type D (BoNT/D)	REACT_263924	Reactome	VAMP1,SV2B,SV2C,VAMP2
hydrogen sulfide biosynthesis (trans-sulfuration)	PWY66-426	HumanCyc	CBS,CTH
Cyclin D associated events in G1	REACT_821	Reactome	PPP2R1A,PPP2R1B,CCND2,PPP2R3B,CDKN1B,CDKN1A,RPS27A,UBB,SKP2,RBL2,SKP1,CKS1B,RB1,CUL1,CDKN2B,CDKN2C,CDKN2A,RBL1,CDKN2D,CDK7,PPP2R2A,MNAT1,E2F5,E2F4,E2F3,E2F2,E2F1,PPP2CA,CCND3,PPP2CB,CCND1,UBA52,CDK4,CDK6,UBC,CCNH,TFDP2,TFDP1
G1 Phase	REACT_1590	Reactome	PPP2R1A,PPP2R1B,CCND2,PPP2R3B,CDKN1B,CDKN1A,RPS27A,UBB,SKP2,RBL2,SKP1,CKS1B,RB1,CUL1,CDKN2B,CDKN2C,CDKN2A,RBL1,CDKN2D,CDK7,PPP2R2A,MNAT1,E2F5,E2F4,E2F3,E2F2,E2F1,PPP2CA,CCND3,PPP2CB,CCND1,UBA52,CDK4,CDK6,UBC,CCNH,TFDP2,TFDP1
Displacement of DNA glycosylase by  APE1	REACT_1064	Reactome	SMUG1,MPG,TDG,MUTYH,MBD4,APEX1,UNG,NTHL1,CCNO,OGG1
Base-free sugar-phosphate removal via the single-nucleotide replacement pathway	REACT_1357	Reactome	SMUG1,MPG,TDG,MUTYH,MBD4,APEX1,POLB,UNG,NTHL1,CCNO,OGG1
Resolution of AP sites via the single-nucleotide replacement pathway	REACT_933	Reactome	SMUG1,MPG,UNG,TDG,MUTYH,MBD4,APEX1,POLB,LIG3,XRCC1,NTHL1,CCNO,OGG1
btg family proteins and cell cycle regulation	btg2pathway	BioCarta	HOXB9,TP53,BTG2,BTG1,CCND1,PRMT1,RB1,CHAF1A,CHAF1B
mRNA decay by 3, to 5, exoribonuclease	REACT_20619	Reactome	DCPS,DIS3,EXOSC8,EXOSC9,EXOSC2,EXOSC3,EXOSC1,EXOSC6,EXOSC7,EXOSC4,EXOSC5
fatty acid &alpha;-oxidation	PWY66-387	HumanCyc	HACL1,ALDH3A2,SLC27A2,ACSL1,PHYH
deactivation of the beta-catenin transactivating complex	REACT_264178	Reactome	YWHAZ,XPO1,RPS27A,TLE3,CHD8,TLE1,CTNNBIP1,UBA52,TLE4,CTNNB1,AKT1,XIAP,UBB,UBC,TLE2,CBY1,AKT2
Inhibition of HSL	REACT_1123	Reactome	AKT2,PDE3B
WNT ligand secretion is abrogated by the PORCN inhibitor LGK974	REACT_263933	Reactome	SNX3,WNT3A,WLS,WNT10A,WNT10B,VPS29,WNT8A,WNT8B,WNT2B,WNT5B,VPS35,PORCN,VPS26A,WNT3,WNT2,WNT1,WNT6,WNT4,WNT9B,WNT9A,WNT16,WNT5A,WNT7A,WNT11,WNT7B
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	REACT_1206	Reactome	SLC28A2,SLC28A3,SLC28A1,SLC29A4,SLC29A3,SLC29A2,SLC29A1
